batch_size,epochs,optimizer,activation,mse,mae,r2,rmse
40,50,sgd_005,tanh,0.14171155335372163,0.3055332810073446,0.7081358355913062,0.37644595010933724
40,50,sgd_005,sigmoid,0.08128505602218002,0.22357063131602156,0.8325881384165605,0.2851053419741202
40,50,sgd_01,relu,0.07686588665339887,0.2175189391705835,0.8416897052590352,0.27724697771733936
40,50,sgd_01,tanh,0.08945094272286383,0.23324422460229147,0.8157699634537741,0.2990835045984045
40,50,sgd_01,sigmoid,0.08858227128545701,0.2315225103492546,0.8175590487980833,0.2976277394421713
40,50,adam_005,relu,0.48557791953896207,0.5695981452548365,-7.93187821563901e-05,0.6968342123769198
40,50,adam_005,tanh,0.20395233169955046,0.37330154582387,0.5799469029733082,0.4516108188468811
40,50,adam_005,sigmoid,0.10294963467137742,0.2531264415477556,0.7879685291110898,0.3208576548430432
40,50,adam_01,relu,0.4862819355586384,0.5684612117551527,-0.0015292855805604244,0.697339182578061
40,50,adam_01,tanh,0.16837012615183464,0.3318924535808468,0.6532307704084521,0.41032928990243267
40,50,adam_01,sigmoid,0.8123106669880327,0.6951052618582118,-0.6730066705920037,0.9012827896881381
40,100,sgd_001,relu,0.07561865732155747,0.21178373966756558,0.8442584552173062,0.2749884676155665
40,100,sgd_001,tanh,0.07315441318792106,0.2100761557736135,0.849333726343349,0.2704707251957614
40,100,sgd_001,sigmoid,0.08633394163774827,0.23184813622428657,0.8221896299921647,0.2938263800916253
40,100,sgd_0001,relu,0.08508419093933973,0.22932484097171343,0.8247635728689302,0.29169194527675896
40,100,sgd_0001,tanh,0.08701312045016767,0.23150702981901244,0.8207908170381066,0.29497986448259084
40,100,sgd_0001,sigmoid,0.09953341170258903,0.24551556591979673,0.7950044625873849,0.31548916257549803
40,100,adam_001,relu,0.0755361505316092,0.2165812637008565,0.8444283833194011,0.2748384080357205
40,100,adam_001,tanh,0.07907969204671732,0.21740600083711342,0.837130229013146,0.28121111650629554
40,100,adam_001,sigmoid,0.08390239903861894,0.22167066514591213,0.8271975501802076,0.28965910833015235
40,100,adam_0001,relu,0.07388407484107722,0.20951989846697663,0.8478309406941937,0.27181625198114484
40,100,adam_0001,tanh,0.07841230093545966,0.21606322362299968,0.8385047644297101,0.2800219650946326
40,100,adam_0001,sigmoid,0.06872811567988366,0.2059898521499507,0.858449974052405,0.26216047695997896
40,100,sgd_005,relu,0.07036737788323769,0.20860079566174858,0.855073806888148,0.26526850149091896
40,100,sgd_005,tanh,0.07284601066790569,0.20930410242318712,0.849968901399127,0.26990000123732066
40,100,sgd_005,sigmoid,0.07716028024089627,0.21549023960672087,0.8410833825112509,0.2777773933222361
40,100,sgd_01,relu,0.1136617827925771,0.2715981976323437,0.7659061630835848,0.33713763182501166
40,100,sgd_01,tanh,0.10379587108716794,0.2636432240211627,0.7862256501535047,0.3221736660361426
40,100,sgd_01,sigmoid,0.13468354630652923,0.3034566161914197,0.722610473373077,0.36699256982468903
40,100,adam_005,relu,0.48664635821439683,0.5682107334010018,-0.002279837750778002,0.697600428765921
40,100,adam_005,tanh,0.15811791367379074,0.31554077036567213,0.6743458690537671,0.39764043264460763
40,100,adam_005,sigmoid,0.0847440104039091,0.22552773273328378,0.8254641968150508,0.29110824516648287
40,100,adam_01,relu,0.48858225242801057,0.5673310865538688,-0.006266937840138098,0.6989865895909667
40,100,adam_01,tanh,0.1314213511866233,0.2822988815037859,0.7293291764729783,0.36252082862454027
40,100,adam_01,sigmoid,0.49063817935280346,0.5670123980326979,-0.01050125310794292,0.700455694068371
40,120,sgd_001,relu,0.0718979911545115,0.20951827576077126,0.8519214092686109,0.26813800766491774
40,120,sgd_001,tanh,0.07808905193745579,0.22050164148137097,0.839170516772872,0.2794441839392185
40,120,sgd_001,sigmoid,0.08024865500737069,0.22248563285675302,0.8347226737386357,0.28328193554720477
40,120,sgd_0001,relu,0.07597831355470878,0.21392511585984572,0.8435177198045691,0.2756416397330214
40,120,sgd_0001,tanh,0.0882247986746802,0.23331994860422195,0.8182952868984656,0.2970265959046095
40,120,sgd_0001,sigmoid,0.09497420278566406,0.23951185341881043,0.8043944499907515,0.3081788486993617
40,120,adam_001,relu,0.07572737118874673,0.21543565258210193,0.8440345519345045,0.27518606648728916
40,120,adam_001,tanh,0.08775501030158893,0.228593664613619,0.8192628466190126,0.2962347216340261
40,120,adam_001,sigmoid,0.07431187869982782,0.21068928290127517,0.8469498508125988,0.2726020518995186
40,120,adam_0001,relu,0.07224403972197532,0.21035948624031714,0.851208699728722,0.2687825137950297
40,120,adam_0001,tanh,0.07534098471059181,0.21407217946901497,0.844830340025995,0.27448312281557824
40,120,adam_0001,sigmoid,0.06821460560438353,0.20606289071766987,0.8595075814637583,0.26117925952185317
40,120,sgd_005,relu,0.10308172569025993,0.24318476941938605,0.7876964790633721,0.3210634293878079
40,120,sgd_005,tanh,0.07510162974688951,0.21311747274858978,0.8453233071470572,0.2740467656201939
40,120,sgd_005,sigmoid,0.0752264838167515,0.214733180253954,0.8450661620667099,0.2742744680365847
40,120,sgd_01,relu,0.0784636189051362,0.2223615668101636,0.8383990717322247,0.28011358215041304
40,120,sgd_01,tanh,0.07048866790593243,0.2082399202067523,0.8548240021948317,0.2654970205217611
40,120,sgd_01,sigmoid,0.09502694910772269,0.24120468368942843,0.8042858155086013,0.3082644142740493
40,120,adam_005,relu,0.4912109603324064,0.5776514071275708,-0.0116809328026799,0.7008644379139282
40,120,adam_005,tanh,0.1479013897916725,0.30329760966404107,0.6953874647137417,0.38457949736260316
40,120,adam_005,sigmoid,0.11551434394008303,0.2731184550172676,0.7620906928658305,0.3398740118633418
40,120,adam_01,relu,0.498661199089433,0.5682643677430621,-0.027025184262807755,0.7061594714293883
40,120,adam_01,tanh,0.1394935087629111,0.2907911007971613,0.7127040427402481,0.3734882980267402
40,120,adam_01,sigmoid,0.7137309612024693,0.7106324904056238,-0.46997535256712974,0.8448259946299411
40,150,sgd_001,relu,0.07697956002622965,0.2174092560956958,0.841455587551681,0.27745190578950735
40,150,sgd_001,tanh,0.0701898529394987,0.20934055430718548,0.8554394310602066,0.2649336764918698
40,150,sgd_001,sigmoid,0.07916483397933512,0.2206025774189319,0.8369548736632713,0.2813624601458679
40,150,sgd_0001,relu,0.07543771204647316,0.2138077027389095,0.8446311237843098,0.2746592653570477
40,150,sgd_0001,tanh,0.08748529900572716,0.23151970388091936,0.8198183345812523,0.2957791388954386
40,150,sgd_0001,sigmoid,0.09287555623237984,0.2355641194944969,0.808716749112931,0.3047549117444702
40,150,adam_001,relu,0.07608298951148207,0.2169337365551915,0.8433021328609904,0.2758314512732043
40,150,adam_001,tanh,0.08716523540824213,0.23036307155193386,0.8204775263847917,0.2952375914551569
40,150,adam_001,sigmoid,0.07534303480547559,0.21002776583895308,0.8448261177221951,0.2744868572545425
40,150,adam_0001,relu,0.07901819437863236,0.21615793199586789,0.8372568874618322,0.2811017509348392
40,150,adam_0001,tanh,0.07369566070096664,0.20864857520517613,0.8482189918746708,0.2714694470856097
40,150,adam_0001,sigmoid,0.06712967703822839,0.2018915705752254,0.8617420624352117,0.2590939540750197
40,150,sgd_005,relu,0.0928341824952617,0.2335580792561942,0.8088019610164539,0.3046870238380061
40,150,sgd_005,tanh,0.09896355761512438,0.2523595309971573,0.7961781141573285,0.3145847383696869
40,150,sgd_005,sigmoid,0.07905007112842362,0.21750160939284846,0.8371912352216182,0.28115844488192704
40,150,sgd_01,relu,0.07640427826032203,0.21111390757283036,0.8426404177785227,0.27641323821467384
40,150,sgd_01,tanh,0.09505313503109628,0.24749322890441944,0.8042318838956607,0.30830688450162164
40,150,sgd_01,sigmoid,0.1057248596198048,0.26406236952434164,0.7822527727634254,0.325153593890341
40,150,adam_005,relu,0.48711006589338285,0.5731747939225639,-0.0032348738861827098,0.6979327087143737
40,150,adam_005,tanh,0.1056494599717972,0.2559666532843363,0.7824080632442765,0.3250376285475225
40,150,adam_005,sigmoid,0.12253828907272778,0.2759367089263612,0.7476244208613537,0.350054694401786
40,150,adam_01,relu,0.485589013269354,0.5695521689492732,-0.00010216704169763169,0.6968421724245412
40,150,adam_01,tanh,0.23948252008127915,0.390468395633031,0.5067701682759436,0.4893695128236731
40,150,adam_01,sigmoid,0.5205223180426344,0.5988705829614014,-0.07204958111201232,0.7214723265951608
60,20,sgd_001,relu,0.08039488961913017,0.22274954729984686,0.8344214940411534,0.2835399259701007
60,20,sgd_001,tanh,0.0874911558375708,0.23541568286803716,0.8198062720550032,0.29578903941419266
60,20,sgd_001,sigmoid,0.10160588757926584,0.247773561457826,0.7907360636764391,0.31875678436586385
60,20,sgd_0001,relu,0.15404958337767063,0.31176800244659825,0.6827248599992115,0.3924915073956004
60,20,sgd_0001,tanh,0.14009745801463291,0.2894777666907541,0.7114601699611596,0.3742959497705431
60,20,sgd_0001,sigmoid,0.39919846195548453,0.516286321011637,0.17782479427734388,0.6318215428073694
60,20,adam_001,relu,0.0929338196394048,0.23872627541546815,0.8085967518353308,0.3048504873530708
60,20,adam_001,tanh,0.07693010124255913,0.21813441053603133,0.8415574511346214,0.2773627610955716
60,20,adam_001,sigmoid,0.07012633766655636,0.2055838576569137,0.8555702448973694,0.264813779223356
60,20,adam_0001,relu,0.08180177356241616,0.2238706850093137,0.8315239250228939,0.28601009346247935
60,20,adam_0001,tanh,0.07095951126883251,0.21082139629294194,0.8538542696541319,0.2663822653046417
60,20,adam_0001,sigmoid,0.07838554004456885,0.21775219960934705,0.8385598802256621,0.2799741774602952
60,20,sgd_005,relu,0.11167216998007895,0.2597298963454718,0.7700039001224779,0.334173861904367
60,20,sgd_005,tanh,0.0845696404687003,0.23458267110754766,0.8258233230417649,0.29080859765264905
60,20,sgd_005,sigmoid,0.0940368500047739,0.24301844903911013,0.8063249890306263,0.3066542841780853
60,20,sgd_01,relu,0.09417844260614223,0.2398681604366334,0.8060333698555711,0.30688506416269634
60,20,sgd_01,tanh,0.08648624588613874,0.23120018572656564,0.821875949483128,0.2940854397724218
60,20,sgd_01,sigmoid,0.1742346009018473,0.3419996158295186,0.6411525030964286,0.4174141838771741
60,20,adam_005,relu,0.48569417865311915,0.5692557972005123,-0.0003187619920099749,0.6969176268778966
60,20,adam_005,tanh,0.1314381869035647,0.2884989453076126,0.7292945022185435,0.362544048225267
60,20,adam_005,sigmoid,0.5214630971180259,0.5746673504961113,-0.07398717682834022,0.7221240178238263
60,20,adam_01,relu,0.48557151046491603,0.5703368357056985,-6.611887716045928e-05,0.6968296136538085
60,20,adam_01,tanh,0.21692665895567248,0.37671214217155824,0.5532254318317067,0.4657538609133289
60,20,adam_01,sigmoid,0.5148788404742207,0.5727128278157874,-0.060426471874384324,0.7175505839132323
60,50,sgd_001,relu,0.07650438807332813,0.21624769802299793,0.8424342351051228,0.27659426616133626
60,50,sgd_001,tanh,0.07957613564233904,0.22257711477961992,0.8361077711275104,0.28209242393644507
60,50,sgd_001,sigmoid,0.09159546956664043,0.23496223733746466,0.8113531708881845,0.3026474344293049
60,50,sgd_0001,relu,0.11042652044895765,0.26167329962757385,0.7725693963783783,0.332304860706186
60,50,sgd_0001,tanh,0.10262477693569821,0.25179108227747254,0.7886375947541645,0.3203510214369516
60,50,sgd_0001,sigmoid,0.26603853108737,0.41743864847300655,0.4520763357768077,0.5157892312634784
60,50,adam_001,relu,0.0755706267751044,0.21391739020133374,0.844357377252771,0.2749011218149253
60,50,adam_001,tanh,0.0799432535300941,0.22095176853871784,0.8353516679516342,0.28274238014506087
60,50,adam_001,sigmoid,0.07527474382540848,0.21744851682824817,0.8449667674389065,0.27436243151242207
60,50,adam_0001,relu,0.07507360508184092,0.21326470666241126,0.8453810257681129,0.273995629676535
60,50,adam_0001,tanh,0.07224570429240601,0.21028937218391558,0.851205271437617,0.26878561027779374
60,50,adam_0001,sigmoid,0.06804529516250325,0.20372532506552396,0.859856287334773,0.26085493125970083
60,50,sgd_005,relu,0.0763303657568731,0.21443132137498527,0.842792645388396,0.27627950658142036
60,50,sgd_005,tanh,0.12224201200150478,0.2846863071613026,0.7482346227664173,0.34963125146574753
60,50,sgd_005,sigmoid,0.10134239443696758,0.25129012809220247,0.7912787449468388,0.31834320227855906
60,50,sgd_01,relu,0.0892705318389887,0.22869724400626643,0.8161415314073128,0.29878174616095393
60,50,sgd_01,tanh,0.16514170984748114,0.33881578450988414,0.6598799038399487,0.4063763155592131
60,50,sgd_01,sigmoid,0.07466702263831877,0.21361783296613646,0.8462184087643012,0.2732526717862403
60,50,adam_005,relu,0.48562049482165287,0.5694444545295195,-0.0001670053469629007,0.6968647607833623
60,50,adam_005,tanh,0.12072771672150644,0.2696911070311129,0.7513534124212139,0.34745894249753656
60,50,adam_005,sigmoid,0.48808910184969195,0.574389724445819,-0.005251262137894175,0.6986337394155051
60,50,adam_01,relu,0.48554714349436906,0.5698066432622824,-1.5933515914001717e-05,0.6968121292675444
60,50,adam_01,tanh,0.17090928049712542,0.3245685820333573,0.6480012168275723,0.4134117566024525
60,50,adam_01,sigmoid,0.5092052073269562,0.591386965150246,-0.04874125526007966,0.7135861597081016
60,100,sgd_001,relu,0.07290199361546716,0.21114001077344138,0.8498536008761669,0.27000369185525436
60,100,sgd_001,tanh,0.07632784044985437,0.21455755665774354,0.842797846422507,0.2762749363403318
60,100,sgd_001,sigmoid,0.08519168983106576,0.22830572882825245,0.8245421719071457,0.29187615495457275
60,100,sgd_0001,relu,0.07745882608120466,0.22037190321479577,0.8404685079286415,0.2783142577756387
60,100,sgd_0001,tanh,0.09205799219198675,0.240761602535819,0.8104005754478546,0.3034105999993849
60,100,sgd_0001,sigmoid,0.12377589530072022,0.27598919029045427,0.7450754903115742,0.35181798603925896
60,100,adam_001,relu,0.07199193356104751,0.20789363515952264,0.8517279287701103,0.2683131259574296
60,100,adam_001,tanh,0.08799680235947294,0.22751607533897616,0.8187648601439167,0.2966425498128563
60,100,adam_001,sigmoid,0.0728531616700401,0.2097518213100719,0.8499541734449605,0.2699132484151901
60,100,adam_0001,relu,0.07799526884828852,0.21761057456995603,0.839363669146886,0.27927633062665463
60,100,adam_0001,tanh,0.07000787028991536,0.20807100031816225,0.8558142361674863,0.2645900041383184
60,100,adam_0001,sigmoid,0.06930368120665664,0.20576374406227455,0.8572645594015985,0.2632559234027919
60,100,sgd_005,relu,0.07229217957080679,0.21002462648909026,0.8511095525778974,0.2688720505571503
60,100,sgd_005,tanh,0.11117766186100596,0.2667938217109135,0.7710223717682321,0.3334331445147677
60,100,sgd_005,sigmoid,0.09256193654063234,0.23971066724044118,0.8093626692733397,0.3042399325214104
60,100,sgd_01,relu,0.12679703809939663,0.2747941747401994,0.738853250150999,0.3560857173482203
60,100,sgd_01,tanh,0.07349379759195757,0.21195073932260525,0.8486347420816339,0.27109739502982605
60,100,sgd_01,sigmoid,0.07738836246555944,0.21817659462152822,0.8406136323296858,0.2781876389517684
60,100,adam_005,relu,0.48572470858292105,0.5691914539368894,-0.00038164036882681884,0.6969395300762621
60,100,adam_005,tanh,0.20954977882041056,0.36107597732702623,0.5684185964373275,0.4577660743441027
60,100,adam_005,sigmoid,0.1026779995120954,0.25878113499100314,0.7885279793952172,0.320434079823129
60,100,adam_01,relu,0.4863934562765174,0.5721119705174806,-0.0017589697549817984,0.6974191395972134
60,100,adam_01,tanh,0.15582360132320908,0.31625899026873905,0.6790711546162198,0.39474498264475644
60,100,adam_01,sigmoid,0.48617745932985595,0.5717623623992362,-0.0013141099897739927,0.697264267928492
60,120,sgd_001,relu,0.0743074760590026,0.2130775829480214,0.8469589183378303,0.2725939765640514
60,120,sgd_001,tanh,0.07936659021056626,0.22445698720246507,0.8365393435780457,0.28172076638147614
60,120,sgd_001,sigmoid,0.08186602669514373,0.22442143171281864,0.8313915915154955,0.2861223981011339
60,120,sgd_0001,relu,0.085019342094767,0.2267940426507528,0.8248971332836329,0.2915807642742693
60,120,sgd_0001,tanh,0.09299675750226372,0.23690570518300064,0.8084671272118031,0.3049536973087287
60,120,sgd_0001,sigmoid,0.11625767802792389,0.26748103272696705,0.760559747947863,0.3409658018451761
60,120,adam_001,relu,0.07997601824594743,0.22230047997936433,0.8352841868875408,0.2828003151447102
60,120,adam_001,tanh,0.0847429517523505,0.22962156760712432,0.8254663771768156,0.29110642684824134
60,120,adam_001,sigmoid,0.07292413220627726,0.20754555752194065,0.849808005007975,0.27004468557310524
60,120,adam_0001,relu,0.07223841862668734,0.210750744854551,0.8512202767401968,0.26877205700497836
60,120,adam_0001,tanh,0.06904897522185317,0.2049120979856532,0.8577891429494127,0.2627717169366848
60,120,adam_0001,sigmoid,0.0686541029328766,0.20518081202483218,0.8586024081204084,0.2620192796968891
60,120,sgd_005,relu,0.08036181115222496,0.22480386900624102,0.8344896212959518,0.2834815887358912
60,120,sgd_005,tanh,0.07643801017351447,0.21686841556910863,0.8425709447085801,0.2764742486625372
60,120,sgd_005,sigmoid,0.09631310683804899,0.24438653022397977,0.8016368899808253,0.31034353036280454
60,120,sgd_01,relu,0.10536145829682761,0.2533351199559483,0.7830012214323283,0.3245942980041818
60,120,sgd_01,tanh,0.29488365144396955,0.4547107673762444,0.39266793363239616,0.5430319064695642
60,120,sgd_01,sigmoid,0.0706322457278947,0.20560751525415558,0.8545282943287974,0.2657672773836062
60,120,adam_005,relu,0.4874548542875751,0.5677741715277292,-0.003944988017227313,0.6981796719237643
60,120,adam_005,tanh,0.10911641713050184,0.25844118230156415,0.7752676394028953,0.330327741993466
60,120,adam_005,sigmoid,0.4863321189315609,0.5684235352724046,-0.001632641502209875,0.697375163689933
60,120,adam_01,relu,0.4861566181195204,0.5685747666287542,-0.0012711861610816833,0.6972493227816865
60,120,adam_01,tanh,0.12999284863779387,0.28360340020819236,0.7322712704159408,0.3605452102549608
60,120,adam_01,sigmoid,0.4868411507043988,0.5680938944126326,-0.002681025557855321,0.6977400308885816
60,150,sgd_001,relu,0.07127649278226404,0.2070939337830377,0.8532014256032325,0.26697657721654916
60,150,sgd_001,tanh,0.07806056569941719,0.21799415733572253,0.8392291860335322,0.279393209830549
60,150,sgd_001,sigmoid,0.08234323343820074,0.22437435574618828,0.8304087531793376,0.28695510700839727
60,150,sgd_0001,relu,0.0851518649084698,0.22752887892445392,0.8246241939263886,0.2918079246841487
60,150,sgd_0001,tanh,0.08680413918332099,0.23174705752913846,0.8212212275542699,0.2946254218212016
60,150,sgd_0001,sigmoid,0.10549162246339414,0.25205692188513656,0.7827331398623234,0.32479473897123723
60,150,adam_001,relu,0.0720650719899925,0.2078435151469886,0.851577295417042,0.26844938440978494
60,150,adam_001,tanh,0.09079128127742764,0.23583603985496052,0.8130094489932764,0.3013159160705382
60,150,adam_001,sigmoid,0.07482961021071266,0.21009800488857583,0.8458835490804084,0.27355001409378993
60,150,adam_0001,relu,0.08014363415632436,0.2219297181310352,0.8349389710144097,0.28309651032169997
60,150,adam_0001,tanh,0.07406300671924103,0.20938200358741493,0.8474624188491469,0.27214519418729594
60,150,adam_0001,sigmoid,0.06657162381358551,0.2014889400929659,0.8628914093603662,0.25801477440950066
60,150,sgd_005,relu,0.08571744258296289,0.2246742260594931,0.8234593499071992,0.2927754132145712
60,150,sgd_005,tanh,0.09299406831291167,0.24419297657076408,0.8084726657722423,0.3049492881003523
60,150,sgd_005,sigmoid,0.07295995091636451,0.21141702637696225,0.8497342340440529,0.2701109973998921
60,150,sgd_01,relu,0.09780879204293488,0.23745406628845137,0.798556428986563,0.31274397203293125
60,150,sgd_01,tanh,0.2113914809499227,0.35983357750040523,0.5646254910736592,0.45977329299332154
60,150,sgd_01,sigmoid,0.0706616228835049,0.20732273463599893,0.854467790165432,0.2658225402096385
60,150,adam_005,relu,0.48856058247973844,0.5749112468154577,-0.006222307171744879,0.6989710884433908
60,150,adam_005,tanh,0.13378408046423135,0.2858841877253401,0.7244629817978572,0.36576506184193064
60,150,adam_005,sigmoid,0.4952799373466563,0.5674175683273849,-0.02006125570619033,0.7037612786639063
60,150,adam_01,relu,0.4857001495568622,0.5692427452709433,-0.00033105945675782067,0.6969219106591944
60,150,adam_01,tanh,0.1581171649061065,0.31734152809752403,0.6743474111895305,0.3976394911299763
60,150,adam_01,sigmoid,0.6898034826782542,0.6410609715472839,-0.42069515373644206,0.830544088341043
80,20,sgd_001,relu,0.082831795392224,0.22465688611028992,0.8294025280473827,0.287805134409072
80,20,sgd_001,tanh,0.08955844071004278,0.23837347123071476,0.8155485643549631,0.2992631629687202
80,20,sgd_001,sigmoid,0.10512767512485907,0.25355097035996726,0.7834827130857935,0.324233982063662
80,20,sgd_0001,relu,0.20083734272583495,0.35304593417093083,0.586362425437355,0.4481487952966458
80,20,sgd_0001,tanh,0.1279271144217627,0.2781578007037945,0.7365257844381494,0.3576690012032951
80,20,sgd_0001,sigmoid,0.4323856823569654,0.5368927517349827,0.10947355457744401,0.6575604020597389
80,20,adam_001,relu,0.07086196625278587,0.2092895049144345,0.8540551699613188,0.26619911016527814
80,20,adam_001,tanh,0.07581093051878884,0.21306753814716306,0.8438624560576043,0.2753378479591733
80,20,adam_001,sigmoid,0.07390060951014917,0.2093297221775658,0.8477968864674335,0.27184666543871594
80,20,adam_0001,relu,0.07622701447679403,0.21382672287660115,0.8430055040741347,0.27609240206277685
80,20,adam_0001,tanh,0.0763678156492792,0.21587438147793991,0.8427155148983575,0.2763472736418422
80,20,adam_0001,sigmoid,0.07990367262974876,0.22047192310929897,0.8354331873911748,0.28267237684243
80,20,sgd_005,relu,0.0790416852001034,0.21860444933721507,0.837208506586613,0.2811435313147066
80,20,sgd_005,tanh,0.0943976143698995,0.2462941491941049,0.805581971347989,0.3072419476079064
80,20,sgd_005,sigmoid,0.09064471663710516,0.23278854370117186,0.813311308406057,0.3010726102406281
80,20,sgd_01,relu,0.4721407231978655,0.5767084638925638,0.02759546135592139,0.6871249691270617
80,20,sgd_01,tanh,0.17341853264233373,0.33029057511474047,0.6428332487733097,0.41643550838315135
80,20,sgd_01,sigmoid,0.0816400808170642,0.22495179935620352,0.8318569417522731,0.28572728399133357
80,20,adam_005,relu,0.48565804530201134,0.5706933607396588,-0.00024434300443409995,0.6968917027071074
80,20,adam_005,tanh,0.20578616104088776,0.36615755331099725,0.5761700121291186,0.4536365957910448
80,20,adam_005,sigmoid,0.5145584879414103,0.5726218534745711,-0.059766684989743135,0.7173273227344755
80,20,adam_01,relu,0.4857457991568038,0.5709318577072982,-0.000425077777969074,0.6969546607612319
80,20,adam_01,tanh,0.15306373198549397,0.30663882142097104,0.6847552850845295,0.39123360283275
80,20,adam_01,sigmoid,0.539527292947732,0.6106898892064657,-0.11119156346287373,0.7345252160053677
80,50,sgd_001,relu,0.0762953948660319,0.2159689407618391,0.8428646702134188,0.2762162103607098
80,50,sgd_001,tanh,0.07967357488538725,0.2241388556167806,0.8359070886666958,0.282265079110731
80,50,sgd_001,sigmoid,0.09045582466476809,0.23637355029285448,0.8137003437130942,0.30075874827636867
80,50,sgd_0001,relu,0.1292619427637971,0.28466468596815464,0.733776618618871,0.35953016947649485
80,50,sgd_0001,tanh,0.10501627481306107,0.2530130740251398,0.783712149276057,0.32406214652912035
80,50,sgd_0001,sigmoid,0.2673320891903526,0.420457215428154,0.4494121687000505,0.5170416706517499
80,50,adam_001,relu,0.07172299716120961,0.2064316015989332,0.8522818207835712,0.2678114955733036
80,50,adam_001,tanh,0.08005870672948513,0.2198917750550586,0.835113884575677,0.2829464732586097
80,50,adam_001,sigmoid,0.0686933654589729,0.2063901253111549,0.8585215443933483,0.2620941919596329
80,50,adam_0001,relu,0.07568856435619233,0.21568831074059305,0.8441144771310661,0.2751155472818509
80,50,adam_0001,tanh,0.07086961307167058,0.2083075204427151,0.8540394208402955,0.26621347274634805
80,50,adam_0001,sigmoid,0.07031351744636198,0.20705454224159636,0.8551847359622524,0.2651669614532738
80,50,sgd_005,relu,0.09065983245865422,0.24316951089214767,0.8132801763880857,0.3010977124766215
80,50,sgd_005,tanh,0.08724148793836464,0.2313077674729257,0.8203204793377333,0.2953667007947318
80,50,sgd_005,sigmoid,0.08556106517149123,0.23089522555346495,0.8237814193606166,0.2925082309465688
80,50,sgd_01,relu,0.07497188370430428,0.21021967937863012,0.8455905275635179,0.2738099408427391
80,50,sgd_01,tanh,0.10947266265869492,0.26421119022686745,0.7745339285589328,0.3308665329988739
80,50,sgd_01,sigmoid,0.21947845567471444,0.39562727281535526,0.5479698404595268,0.4684852779700921
80,50,adam_005,relu,0.4855745370372171,0.5703546456925683,-7.23522997343462e-05,0.6968317853235579
80,50,adam_005,tanh,0.19303693584517434,0.35043498634300296,0.6024278709313377,0.43935968846171397
80,50,adam_005,sigmoid,0.4990565918136321,0.5683584280379005,-0.02783952130400591,0.7064393758940904
80,50,adam_01,relu,0.4859543038988656,0.5713813084651547,-0.0008545068603333927,0.697104227428629
80,50,adam_01,tanh,0.2333579496384428,0.3714855340316569,0.5193841195901231,0.4830713711641819
80,50,adam_01,sigmoid,0.515280639324383,0.5954281279806687,-0.061254002748809766,0.7178305087723584
80,100,sgd_001,relu,0.07423819737324837,0.2099962293685177,0.8471016022986683,0.27246687390075214
80,100,sgd_001,tanh,0.07514857791104473,0.21524810288789467,0.8452266143483587,0.27413240945033246
80,100,sgd_001,sigmoid,0.09520095395665357,0.24558660354868148,0.8039274412008305,0.30854651830259494
80,100,sgd_0001,relu,0.09594805362793657,0.24428727023018382,0.8023887408187611,0.3097548282560525
80,100,sgd_0001,tanh,0.10105187207824773,0.24994275405680677,0.7918770946470792,0.31788657108825424
80,100,sgd_0001,sigmoid,0.16451145933960604,0.32112764945641137,0.6611779457673417,0.4056001224600481
80,100,adam_001,relu,0.07625778433211614,0.21233261100464373,0.8429421315550985,0.27614812027626795
80,100,adam_001,tanh,0.08108947381534765,0.2222348843953772,0.8329909526968321,0.2847621355014526
80,100,adam_001,sigmoid,0.06797781470681845,0.20458313511929377,0.8599952677237834,0.2607255543801153
80,100,adam_0001,relu,0.07338685836359578,0.2103631575294025,0.848854990380306,0.2709000892646508
80,100,adam_0001,tanh,0.07171432110644785,0.21021042797212394,0.8522996896828492,0.26779529702078014
80,100,adam_0001,sigmoid,0.06819256074122877,0.20288826998775691,0.8595529842937457,0.26113705355852657
80,100,sgd_005,relu,0.08977918953890435,0.2282253290611178,0.8150939177791893,0.29963175655945473
80,100,sgd_005,tanh,0.09348191913731096,0.2400769358268395,0.8074679052580167,0.3057481302270072
80,100,sgd_005,sigmoid,0.18530225562993186,0.3621398917926528,0.6183579480814723,0.4304674849857209
80,100,sgd_01,relu,0.10460215273794513,0.25504160015039556,0.7845650606340691,0.32342256065083824
80,100,sgd_01,tanh,0.08499233161464864,0.22845016823037095,0.8249527631248382,0.2915344432732583
80,100,sgd_01,sigmoid,0.15487771894291655,0.32244755231600236,0.681019260921031,0.39354506596184957
80,100,adam_005,relu,0.48652374617450095,0.5723015763636635,-0.002027310277020522,0.697512541947814
80,100,adam_005,tanh,0.11588290629085947,0.26446805535854395,0.7613316147243796,0.3404157844325957
80,100,adam_005,sigmoid,0.48810634451390905,0.5675031886679955,-0.005286774526720661,0.6986460795810058
80,100,adam_01,relu,0.4856154185546408,0.5705450743010358,-0.00015655044477091984,0.6968611185556566
80,100,adam_01,tanh,0.16437367481695955,0.32657752055296685,0.6614617219565018,0.40543023421664
80,100,adam_01,sigmoid,0.4909749858561433,0.5774119451081694,-0.011194928015445749,0.7006960723852699
80,120,sgd_001,relu,0.07634824772352006,0.21317358501738992,0.8427558163146199,0.27631186678012953
80,120,sgd_001,tanh,0.07628909738698614,0.22004994726815755,0.8428776402812508,0.2762048105790088
80,120,sgd_001,sigmoid,0.08631568785034742,0.22917175996720096,0.8222272248549756,0.29379531624984667
80,120,sgd_0001,relu,0.081009155024263,0.22120318796392682,0.8331563744729079,0.28462107269888326
