dataset,batch_size,epochs,optimizer,activation,mse,mae,r2,rmse,predNAN
randomAll6000,140,250,adam_005,tanh,0.08524944030553167,0.2260596073596835,0.881325015548049,0.29197506795192574,0.0
randomAll6000,140,250,adam_005,sigmoid,0.718650462154031,0.6940113678245607,-0.00042688980543403865,0.8477325416391841,0.0
randomAll6000,140,250,adam_01,relu,0.7191102671899878,0.6934360399513307,-0.0010669802892842029,0.8480036952690642,0.0
randomAll6000,140,250,adam_01,tanh,0.08970720322131746,0.23128742332317095,0.8751194036070749,0.2995116078239998,0.0
randomAll6000,140,250,adam_01,sigmoid,0.7216377935591897,0.7013725394197114,-0.004585527173485149,0.849492668337514,0.0
randomAll6000,220,20,sgd_001,relu,0.09916321604763981,0.2434950379936463,0.8619557726070431,0.31490191496343717,0.0
randomAll6000,220,20,sgd_001,tanh,0.12378699618332305,0.26560695600273976,0.827677228205141,0.3518337621424684,0.0
randomAll6000,220,20,sgd_001,sigmoid,0.418780497570175,0.5321719325315422,0.41701940963129136,0.6471325193267411,0.0
randomAll6000,220,20,sgd_0001,relu,0.4633486732962836,0.4623563025810769,0.35497645025945646,0.6806971964804054,0.0
randomAll6000,220,20,sgd_0001,tanh,0.22142834668744701,0.3554107710390154,0.6917515762429132,0.47056173525632855,0.0
randomAll6000,220,20,sgd_0001,sigmoid,0.7215913149137805,0.698252307414223,-0.004520824666330858,0.8494653111892094,0.0
randomAll6000,220,20,adam_001,relu,0.08336936079493887,0.20818646704738183,0.8839422574429914,0.28873752924574747,0.0
randomAll6000,220,20,adam_001,tanh,0.0656494500928914,0.1988295901293024,0.9086099868675914,0.2562214863997385,0.0
randomAll6000,220,20,adam_001,sigmoid,0.061330236087820796,0.19365851605940101,0.9146227261073955,0.24764942173932245,0.0
randomAll6000,220,20,adam_0001,relu,0.09705605357367386,0.21779273812224875,0.8648891346671271,0.3115382056404541,0.0
randomAll6000,220,20,adam_0001,tanh,0.08398204395795647,0.22374952744023607,0.8830893466838768,0.2897965561526853,0.0
randomAll6000,220,20,adam_0001,sigmoid,0.10975458734584266,0.2485545255796128,0.8472116192186542,0.33129229895342066,0.0
randomAll6000,220,20,sgd_005,relu,0.09181932808007588,0.22471793109738258,0.8721791334554423,0.30301704255714046,0.0
randomAll6000,220,20,sgd_005,tanh,0.10369923432689541,0.2543113365852852,0.8556412220735132,0.3220236549182302,0.0
randomAll6000,220,20,sgd_005,sigmoid,0.1516509921197093,0.29184695994834337,0.7888880083267638,0.38942392340444276,0.0
randomAll6000,220,20,sgd_01,relu,0.11215816161426552,0.22728543498763534,0.8438656249468809,0.33490022635744143,0.0
randomAll6000,220,20,sgd_01,tanh,0.09607262910331002,0.24342408245634994,0.8662581510889572,0.30995585024856365,0.0
randomAll6000,220,20,sgd_01,sigmoid,0.1595921726987506,0.3077309944621814,0.7778331617685899,0.3994898906089497,0.0
randomAll6000,220,20,adam_005,relu,0.7183805877589863,0.6958195471881445,-5.120007045023023e-05,0.847573352435638,0.0
randomAll6000,220,20,adam_005,tanh,0.19920685334829777,0.35341998123847673,0.7226859186511595,0.4463259496694067,0.0
randomAll6000,220,20,adam_005,sigmoid,0.09941389541852073,0.24916056723335428,0.861606804093759,0.31529969143423014,0.0
randomAll6000,220,20,adam_01,relu,0.7189902094945623,0.6977052523316033,-0.0008998490437661655,0.8479329038871898,0.0
randomAll6000,220,20,adam_01,tanh,0.2958319941708345,0.42098431177547774,0.5881749231104878,0.5439043980065196,0.0
randomAll6000,220,20,adam_01,sigmoid,0.72159887070364,0.6923105264377751,-0.004531343013910449,0.8494697585574428,0.0
randomAll6000,220,50,sgd_001,relu,0.0952993816990708,0.22477984317052108,0.867334581894212,0.3087059793704534,0.0
randomAll6000,220,50,sgd_001,tanh,0.09558704955699417,0.2358859420372587,0.8669341220384754,0.3091715536025172,0.0
randomAll6000,220,50,sgd_001,sigmoid,0.17916525058018049,0.3211673312333506,0.7505856548649603,0.4232791638861763,0.0
randomAll6000,220,50,sgd_0001,relu,0.2526520657106303,0.3590028363201134,0.6482853158624573,0.5026450693189284,0.0
randomAll6000,220,50,sgd_0001,tanh,0.17686315833058278,0.31203712641603665,0.7537903769247044,0.42055101751224283,0.0
randomAll6000,220,50,sgd_0001,sigmoid,0.6539219421704147,0.6677055421417588,0.0896811047470536,0.8086544021832903,0.0
randomAll6000,220,50,adam_001,relu,0.07720457035947449,0.20517095411432634,0.8925242071479539,0.2778571042091141,0.0
randomAll6000,220,50,adam_001,tanh,0.06581317762682333,0.1972119280828479,0.9083820632299219,0.2565407913506609,0.0
randomAll6000,220,50,adam_001,sigmoid,0.05974144607438291,0.18706964200175377,0.9168344664949734,0.24442063348740203,0.0
randomAll6000,220,50,adam_0001,relu,0.0888315968211424,0.20541582534694197,0.8763383274563622,0.29804629979441516,0.0
randomAll6000,220,50,adam_0001,tanh,0.0720083570829906,0.2049951110483198,0.8997578092406556,0.2683437293528407,0.0
randomAll6000,220,50,adam_0001,sigmoid,0.07398074230513693,0.20873184019297705,0.8970120693890793,0.2719940115244027,0.0
randomAll6000,220,50,sgd_005,relu,0.1279539130171271,0.2216296208788575,0.8218765004972293,0.35770646208466395,0.0
randomAll6000,220,50,sgd_005,tanh,0.0798021902809135,0.219166569857071,0.8889080836557173,0.28249281456510267,0.0
randomAll6000,220,50,sgd_005,sigmoid,0.13463172915640526,0.2721918128123983,0.8125803722920286,0.3669219660314782,0.0
randomAll6000,220,50,sgd_01,relu,0.09958995131955431,0.21629914312621906,0.861361718246357,0.31557875612840974,0.0
randomAll6000,220,50,sgd_01,tanh,0.0751533904016201,0.21803129979766772,0.8953796364473615,0.27414118698513745,0.0
randomAll6000,220,50,sgd_01,sigmoid,0.23866280235919538,0.4016037603599039,0.6677596444301965,0.48853127060526574,0.0
randomAll6000,220,50,adam_005,relu,0.7187425378361908,0.6971479459570896,-0.0005550675402032912,0.847786846935119,0.0
randomAll6000,220,50,adam_005,tanh,0.10913222247442189,0.25753902912139887,0.8480780077975656,0.3303516648579539,0.0
randomAll6000,220,50,adam_005,sigmoid,0.7194116103147167,0.6932222040166964,-0.0014864773618012972,0.8481813546139273,0.0
randomAll6000,220,50,adam_01,relu,0.7186172929349053,0.6967975138518131,-0.0003807152317369944,0.8477129779205372,0.0
randomAll6000,220,50,adam_01,tanh,0.19665133112327707,0.34904274780235733,0.7262434383162037,0.4434538658341779,0.0
randomAll6000,220,50,adam_01,sigmoid,0.7427981755003417,0.7185894022977726,-0.034042705881796476,0.8618573985876907,0.0
randomAll6000,220,80,sgd_001,relu,0.09306936155706598,0.21946838450392545,0.8704389730166812,0.30507271519601026,0.0
randomAll6000,220,80,sgd_001,tanh,0.08616177955135709,0.22720311203741358,0.8800549562324078,0.29353326821905057,0.0
randomAll6000,220,80,sgd_001,sigmoid,0.15466331938751202,0.2945799654201778,0.784694574441574,0.3932725764498613,0.0
randomAll6000,220,80,sgd_0001,relu,0.16280106812404924,0.3174091247043264,0.7733660871069801,0.4034861436580558,0.0
randomAll6000,220,80,sgd_0001,tanh,0.16225887782249132,0.29363398457476886,0.774120865383257,0.4028137011355142,0.0
randomAll6000,220,80,sgd_0001,sigmoid,0.5949609646484503,0.6362244398000803,0.1717601549509401,0.7713371277518347,0.0
randomAll6000,220,80,adam_001,relu,0.0731971246202546,0.19823974619194545,0.8981029365693961,0.2705496712625144,0.0
randomAll6000,220,80,adam_001,tanh,0.07128173997094162,0.2074924518681044,0.9007693264326264,0.26698640409380703,0.0
randomAll6000,220,80,adam_001,sigmoid,0.059221232048364596,0.18676707872841664,0.9175586517943507,0.24335412889113797,0.0
randomAll6000,220,80,adam_0001,relu,0.07473773506809696,0.19601702200129162,0.8959582665247725,0.2733820313555684,0.0
randomAll6000,220,80,adam_0001,tanh,0.07276856629755314,0.20785328266451739,0.8986995287828003,0.2697564944492591,0.0
randomAll6000,220,80,adam_0001,sigmoid,0.06806212949007912,0.20129438448187942,0.9052513174273861,0.2608871968688366,0.0
randomAll6000,220,80,sgd_005,relu,0.08039893366176971,0.2111429596241852,0.8880773625249848,0.28354705722643236,0.0
randomAll6000,220,80,sgd_005,tanh,0.071449314391935,0.20555922116243466,0.9005360475778368,0.2673000456265113,0.0
randomAll6000,220,80,sgd_005,sigmoid,0.15401340769207847,0.2993001069543389,0.7855993107081617,0.39244542001669286,0.0
randomAll6000,220,80,sgd_01,relu,0.09919262800472255,0.22710561250736921,0.8619148284842784,0.31494861168883176,0.0
randomAll6000,220,80,sgd_01,tanh,0.08202542285963936,0.2218881279730915,0.8858131414394662,0.2864008080638729,0.0
randomAll6000,220,80,sgd_01,sigmoid,0.09731499958334558,0.23677588039410763,0.8645286582398151,0.3119535215113713,0.0
randomAll6000,220,80,adam_005,relu,0.7194015289997348,0.6984302741966688,-0.001472443253255129,0.8481754116924958,0.0
randomAll6000,220,80,adam_005,tanh,0.13671663258918368,0.28316359331030433,0.8096779968443772,0.36975212317062317,0.0
randomAll6000,220,80,adam_005,sigmoid,0.7560664876317843,0.7272941745211304,-0.05251340469529264,0.8695208379514457,0.0
randomAll6000,220,80,adam_01,relu,0.7186546098968007,0.696909072536613,-0.000432663841098746,0.8477349880102866,0.0
randomAll6000,220,80,adam_01,tanh,0.18877371479763247,0.3383888856700853,0.7372097976449423,0.43448097173251726,0.0
randomAll6000,220,80,adam_01,sigmoid,0.7239584754742635,0.7036966074357512,-0.007816127740506662,0.8508574942223072,0.0
randomAll6000,220,120,sgd_001,relu,0.09981868329377831,0.21344848520084111,0.8610433025079379,0.31594094906133696,0.0
randomAll6000,220,120,sgd_001,tanh,0.08109021018759248,0.22050250829346293,0.8871150426474584,0.28476342845876906,0.0
randomAll6000,220,120,sgd_001,sigmoid,0.14824265478209847,0.2833677467811834,0.7936327242932066,0.38502292760574464,0.0
randomAll6000,220,120,sgd_0001,relu,0.12309527605424507,0.2620194745142338,0.828640165618797,0.35084936376491416,0.0
randomAll6000,220,120,sgd_0001,tanh,0.1324127549626804,0.278497021322981,0.8156693864485531,0.3638856344549485,0.0
randomAll6000,220,120,sgd_0001,sigmoid,0.5022839592889338,0.5887096577264135,0.3007749863759428,0.7087199441873594,0.0
randomAll6000,220,120,adam_001,relu,0.08128231695531422,0.20598903877927602,0.8868476125318966,0.28510053832869947,0.0
randomAll6000,220,120,adam_001,tanh,0.06747873353007224,0.19769386376933956,0.9060634577327654,0.2597666905707355,0.0
randomAll6000,220,120,adam_001,sigmoid,0.05954107124761014,0.18461041285139332,0.9171134065016947,0.2440103916795556,0.0
randomAll6000,220,120,adam_0001,relu,0.08127110622883492,0.1962317868355275,0.8868632188841008,0.2850808766452687,0.0
randomAll6000,220,120,adam_0001,tanh,0.06268133714183349,0.19366535729002912,0.9127418703973367,0.2503624115993323,0.0
randomAll6000,220,120,adam_0001,sigmoid,0.06328694863883016,0.19504763571984293,0.91189880404133,0.2515689739193412,0.0
randomAll6000,220,120,sgd_005,relu,0.08188657026269887,0.21368493834869473,0.8860064368995182,0.28615829581317204,0.0
randomAll6000,220,120,sgd_005,tanh,0.07095917647211311,0.20539502734800147,0.9012183641984,0.2663816368898448,0.0
randomAll6000,220,120,sgd_005,sigmoid,0.11388254208030092,0.2619377261331486,0.8414651303012554,0.3374648753282346,0.0
randomAll6000,220,120,sgd_01,relu,0.08740176417029345,0.2106405665729152,0.8783287847191927,0.2956378936643499,0.0
randomAll6000,220,120,sgd_01,tanh,0.07227106157330741,0.2073580709006484,0.8993921006660061,0.2688327762258676,0.0
randomAll6000,220,120,sgd_01,sigmoid,0.07844769793426257,0.21743795343835823,0.8907936603539687,0.28008516193162136,0.0
randomAll6000,220,120,adam_005,relu,0.7210271178717994,0.6998486922561044,-0.0037354110032619126,0.8491331567379756,0.0
randomAll6000,220,120,adam_005,tanh,0.11745025337132077,0.27270023426860324,0.8364985512777053,0.3427101594223912,0.0
randomAll6000,220,120,adam_005,sigmoid,0.07120694829703253,0.20536019195638341,0.9008734432538804,0.2668463008869198,0.0
randomAll6000,220,120,adam_01,relu,0.7192970240558509,0.6982619011893108,-0.0013269628542507128,0.8481138037173142,0.0
randomAll6000,220,120,adam_01,tanh,0.14552242080716263,0.3041416977186376,0.7974195377142002,0.3814740106575579,0.0
randomAll6000,220,120,adam_01,sigmoid,0.7183509258790988,0.6955295870685105,-9.908032380989695e-06,0.8475558541353477,0.0
randomAll6000,220,160,sgd_001,relu,0.07715451543811386,0.20440407794821988,0.8925938881569191,0.27776701646904345,0.0
randomAll6000,220,160,sgd_001,tanh,0.07467900018824966,0.21074726978479538,0.8960400308264228,0.27327458752736167,0.0
randomAll6000,220,160,sgd_001,sigmoid,0.1405999482487493,0.27684163532107825,0.8042720677981654,0.37496659617724526,0.0
randomAll6000,220,160,sgd_0001,relu,0.10493732901060093,0.2495277869524634,0.8539176815222532,0.32394031705022597,0.0
randomAll6000,220,160,sgd_0001,tanh,0.1317481558121882,0.28074465538269217,0.8165945689901483,0.3629712878619853,0.0
randomAll6000,220,160,sgd_0001,sigmoid,0.34791306441791325,0.48531675535921603,0.5156733303767231,0.5898415587409158,0.0
randomAll6000,220,160,adam_001,relu,0.0698942515200546,0.19483810250016767,0.9027008367128833,0.26437520973051654,0.0
randomAll6000,220,160,adam_001,tanh,0.06535413307143466,0.19809878698290867,0.909021095055565,0.25564454438034595,0.0
randomAll6000,220,160,adam_001,sigmoid,0.06061192325297172,0.1876981129874115,0.9156226829892451,0.24619488876288986,0.0
randomAll6000,220,160,adam_0001,relu,0.08067894112404705,0.1940697313769056,0.887687566637609,0.28404038643130847,0.0
randomAll6000,220,160,adam_0001,tanh,0.06506273324683585,0.19170828416673513,0.9094267501487788,0.25507397602820214,0.0
randomAll6000,220,160,adam_0001,sigmoid,0.06291637054183058,0.1926884987326784,0.9124146825003795,0.25083135876885604,0.0
randomAll6000,220,160,sgd_005,relu,0.09122682127527056,0.20539847730608315,0.8730039568864929,0.3020377812050515,0.0
randomAll6000,220,160,sgd_005,tanh,0.07560614879691828,0.2161095496889394,0.8947493555290361,0.27496572294909466,0.0
randomAll6000,220,160,sgd_005,sigmoid,0.09284891607388544,0.23566203269377178,0.8707458532049286,0.3047112010968508,0.0
randomAll6000,220,160,sgd_01,relu,0.07998055759881981,0.20453886101823268,0.8886597801055309,0.2828083407518594,0.0
randomAll6000,220,160,sgd_01,tanh,0.06993931359691063,0.20534672129488074,0.9026381061981597,0.2644604197170356,0.0
randomAll6000,220,160,sgd_01,sigmoid,0.0775996547061802,0.21650550388229345,0.8919742137575636,0.2785671457767053,0.0
randomAll6000,220,160,adam_005,relu,0.7189187954475107,0.6975576032798805,-0.0008004341866936215,0.8478907921704957,0.0
randomAll6000,220,160,adam_005,tanh,0.13337161484654428,0.2908008871636241,0.8143345661681933,0.36520078702892234,0.0
randomAll6000,220,160,adam_005,sigmoid,0.0794031746248371,0.22113271531398843,0.8894635497867703,0.28178568917678753,0.0
randomAll6000,220,160,adam_01,relu,0.7188526032997332,0.6974123164181655,-0.0007082886889613338,0.8478517578561321,0.0
randomAll6000,220,160,adam_01,tanh,0.14747047706268107,0.3076899344524402,0.7947076659997747,0.38401884987937907,0.0
randomAll6000,220,160,adam_01,sigmoid,0.7345905132807062,0.7127285824733275,-0.022616892611807105,0.8570825591975992,0.0
randomAll6000,220,210,sgd_001,relu,0.0740202348826609,0.20407687542466002,0.8969570921246324,0.27206660008656136,0.0
randomAll6000,220,210,sgd_001,tanh,0.0721787151944867,0.20634411650788057,0.8995206552351793,0.26866096700951314,0.0
randomAll6000,220,210,sgd_001,sigmoid,0.13823389957092666,0.2734319533596714,0.8075658230304206,0.37179819737449865,0.0
randomAll6000,220,210,sgd_0001,relu,0.11860060346852065,0.24802727112463704,0.8348971591816374,0.3443843833110332,0.0
randomAll6000,220,210,sgd_0001,tanh,0.12446943080292022,0.26541040430253576,0.8267272170663006,0.35280225453208236,0.0
randomAll6000,220,210,sgd_0001,sigmoid,0.44449384650645196,0.5496121812141708,0.38122408623346427,0.6667037171836167,0.0
randomAll6000,220,210,adam_001,relu,0.0700423582430051,0.19199310100451725,0.9024946586666652,0.2646551685552449,0.0
randomAll6000,220,210,adam_001,tanh,0.06698573596135968,0.19875406153708744,0.9067497552450086,0.2588160272497816,0.0
randomAll6000,220,210,adam_001,sigmoid,0.05881278348552174,0.18773474813685975,0.9181272493906641,0.24251347073002305,0.0
randomAll6000,220,210,adam_0001,relu,0.07836928370085204,0.19290664955458098,0.8909028201079501,0.27994514409228827,0.0
randomAll6000,220,210,adam_0001,tanh,0.06758316937088824,0.1964641144542757,0.9059180735315243,0.25996763139069495,0.0
randomAll6000,220,210,adam_0001,sigmoid,0.062082642075866445,0.19158152120706473,0.9135753084514806,0.2491638859784187,0.0
randomAll6000,220,210,sgd_005,relu,0.07682945170383661,0.21133962373560694,0.8930464064781303,0.2771812614587007,0.0
randomAll6000,220,210,sgd_005,tanh,0.06915509598166181,0.20465295254300414,0.9037298085361816,0.2629735651765436,0.0
randomAll6000,220,210,sgd_005,sigmoid,0.0814024418501048,0.22105037989097923,0.8866803877387428,0.2853111316617436,0.0
randomAll6000,220,210,sgd_01,relu,0.08243749500699167,0.197126278926356,0.8852394994835209,0.2871193044833309,0.0
randomAll6000,220,210,sgd_01,tanh,0.06540570501439066,0.1969453084763428,0.908949302214386,0.2557453909934462,0.0
randomAll6000,220,210,sgd_01,sigmoid,0.06952607550779234,0.20396639421115795,0.903213371251224,0.2636779769108379,0.0
randomAll6000,220,210,adam_005,relu,0.7214111271071636,0.701099826323338,-0.004269986830069961,0.8493592450236611,0.0
randomAll6000,220,210,adam_005,tanh,0.08861022748606256,0.22851094314647466,0.8766464937305873,0.29767470078268754,0.0
randomAll6000,220,210,adam_005,sigmoid,0.08190585255449287,0.21734269952852603,0.8859795941933297,0.2861919854826352,0.0
randomAll6000,220,210,adam_01,relu,0.7184800319476866,0.6963275849720988,-0.00018963543736338906,0.8476320144659985,0.0
randomAll6000,220,210,adam_01,tanh,0.17034475167367227,0.3387819155358404,0.7628645926132518,0.412728423631899,0.0
randomAll6000,220,210,adam_01,sigmoid,0.7388447864369762,0.6936573885928662,-0.028539228276009077,0.8595608102030805,0.0
randomAll6000,220,250,sgd_001,relu,0.07088402317120324,0.20182554248726545,0.9013229844373719,0.2662405363035525,0.0
randomAll6000,220,250,sgd_001,tanh,0.07434538698435995,0.20937472154320363,0.8965044507879226,0.27266350504671494,0.0
randomAll6000,220,250,sgd_001,sigmoid,0.12474705180897659,0.26465044820819306,0.8263407433433155,0.35319548667696277,0.0
randomAll6000,220,250,sgd_0001,relu,0.10352648637147129,0.2388017924927801,0.8558817029593769,0.3217553206575942,0.0
randomAll6000,220,250,sgd_0001,tanh,0.11452107100635014,0.25865075229125517,0.8405762398862635,0.3384096201445079,0.0
randomAll6000,220,250,sgd_0001,sigmoid,0.33400653534163954,0.4692551277536144,0.5350324852989438,0.5779329851649234,0.0
randomAll6000,220,250,adam_001,relu,0.08390587209981144,0.20495709868200138,0.8831953848472787,0.28966510335180423,0.0
randomAll6000,220,250,adam_001,tanh,0.07470923853440581,0.20510803722667534,0.8959979362948098,0.2733299078666764,0.0
randomAll6000,220,250,adam_001,sigmoid,0.06071699473874076,0.18756064878853387,0.9154764139123421,0.246408187239671,0.0
randomAll6000,220,250,adam_0001,relu,0.06819171950664263,0.19209289229485702,0.905070916322749,0.26113544283885065,0.0
randomAll6000,220,250,adam_0001,tanh,0.0649734159481715,0.1925865969783588,0.9095510879625204,0.2548988347328632,0.0
randomAll6000,220,250,adam_0001,sigmoid,0.06132776077321446,0.1904710001980846,0.9146261719707509,0.24764442407050974,0.0
randomAll6000,220,250,sgd_005,relu,0.07533655609900841,0.20686425482814358,0.8951246531159546,0.2744750555132623,0.0
randomAll6000,220,250,sgd_005,tanh,0.07058637572001746,0.20424324909387745,0.9017373367957573,0.26568096604765923,0.0
randomAll6000,220,250,sgd_005,sigmoid,0.08660306391840834,0.22856917205909527,0.8794406482063257,0.29428398515449045,0.0
randomAll6000,220,250,sgd_01,relu,0.08888670251365194,0.2185056542309348,0.8762616153139909,0.29813873031468413,0.0
randomAll6000,220,250,sgd_01,tanh,0.09147073774471874,0.24105816805971517,0.8726644029478912,0.3024412963613249,0.0
randomAll6000,220,250,sgd_01,sigmoid,0.0673586156993392,0.20293802886268453,0.9062306726921077,0.259535384291505,0.0
randomAll6000,220,250,adam_005,relu,0.718449736166944,0.6945332014030444,-0.00014746095157547323,0.8476141434443765,0.0
randomAll6000,220,250,adam_005,tanh,0.1372512890187715,0.3016703944229805,0.8089337064039817,0.3704744107475866,0.0
randomAll6000,220,250,adam_005,sigmoid,0.06925467000150456,0.20188084901262943,0.9035911924324944,0.263162820325183,0.0
randomAll6000,220,250,adam_01,relu,0.7199822904498938,0.6993173466011563,-0.0022809160810051132,0.8485177019072105,0.0
randomAll6000,220,250,adam_01,tanh,0.1867586478420211,0.342998144787658,0.7400149543564675,0.43215581431009475,0.0
randomAll6000,220,250,adam_01,sigmoid,0.882425425332674,0.7333724492935608,-0.22841655330570165,0.9393750184738117,0.0
,10,20,sgd_001,relu,0,0,0,0,100.0
,10,20,sgd_001,tanh,0.07104983126680642,0.20501025741929083,0.9010921644683821,0.26655174219428096,0.0
,10,20,sgd_001,sigmoid,0.11691359286460312,0.2574745685245099,0.837245631575974,0.3419262974159828,0.0
,10,20,sgd_0001,relu,0.10734061152132526,0.22899881024926264,0.8505720934037663,0.32762877089981773,0.0
,10,20,sgd_0001,tanh,0.09716302020827824,0.23843284850065558,0.8647402273704569,0.3117098333519144,0.0
,10,20,sgd_0001,sigmoid,0.21248612531704136,0.357849237849135,0.7041999627460436,0.46096217341235424,0.0
,10,20,adam_001,relu,0.07818590391246909,0.2156076194544797,0.8911581014735186,0.2796174241932521,0.0
,10,20,adam_001,tanh,0.10350344755832425,0.24739250111619174,0.8559137750853899,0.3217195169061464,0.0
,10,20,adam_001,sigmoid,0.06199336346374252,0.1895320718410184,0.9136995924100347,0.24898466511763837,0.0
,10,20,adam_0001,relu,0.5280683571942195,0.2679220828153745,0.26488075634292585,0.7266831202073015,0.0
,10,20,adam_0001,tanh,0.06023334199943136,0.19001709709057502,0.9161497025710357,0.24542481944463432,0.0
,10,20,adam_0001,sigmoid,0.06252724816907877,0.19283960975178777,0.9129563762800773,0.2500544903997502,0.0
,10,20,sgd_005,relu,0,0,0,0,100.0
,10,20,sgd_005,tanh,0.06947641849362311,0.20380796729438191,0.903282498337142,0.26358379785871344,0.0
,10,20,sgd_005,sigmoid,0.07112665235838266,0.21043360151215482,0.9009852225129193,0.26669580491335565,0.0
,10,20,sgd_01,relu,0,0,0,0,100.0
,10,20,sgd_01,tanh,0.07166120844544664,0.2090865617489697,0.900241071758455,0.2676961121223964,0.0
,10,20,sgd_01,sigmoid,0.0664238704480222,0.20284902349531753,0.9075319232078766,0.2577282880244662,0.0
,10,20,adam_005,relu,0.7404420802151852,0.7169676905133971,-0.03076280667857434,0.860489442245043,0.0
,10,20,adam_005,tanh,0.11680126648381357,0.27103022621333894,0.8374020001274386,0.3417620026916591,0.0
,10,20,adam_005,sigmoid,0.07645762669664723,0.21871732483192957,0.8935640207497184,0.27650972260780854,0.0
,10,20,adam_01,relu,0.7407177190756863,0.693962379216755,-0.031146521074435052,0.8606495913411487,0.0
,10,20,adam_01,tanh,0.2316123604012369,0.3869736874319576,0.6775745017095095,0.48126121846793024,0.0
,10,20,adam_01,sigmoid,0.8908102376043724,0.7361387810165053,-0.24008897558096876,0.9438274405866638,0.0
,10,50,sgd_001,relu,0.07659827637440057,0.20827014758912893,0.8933682235895174,0.27676393618822626,0.0
,10,50,sgd_001,tanh,0.06594913109324728,0.19634519948990772,0.9081928036235687,0.2568056290139437,0.0
,10,50,sgd_001,sigmoid,0.08835943858119694,0.2309017053879859,0.8769956147251532,0.29725315571276434,0.0
,10,50,sgd_0001,relu,0.07655786874223948,0.2097573030898363,0.8934244746933518,0.276690926382199,0.0
,10,50,sgd_0001,tanh,0.07949944728321394,0.21758917240373776,0.8893295294788941,0.28195646345351605,0.0
,10,50,sgd_0001,sigmoid,0.1528830810824438,0.29057344337860874,0.7871728282860281,0.39100266122169014,0.0
,10,50,adam_001,relu,0.07347633301039587,0.20388512421675528,0.8977142530632041,0.2710651822171115,0.0
,10,50,adam_001,tanh,0.06988204228848477,0.20532219083540915,0.902717833075106,0.2643521179950801,0.0
,10,50,adam_001,sigmoid,0.06141482427944616,0.1918273957950083,0.9145049716413253,0.24782014502345479,0.0
,10,50,adam_0001,relu,0.07544431211957647,0.19605077040843555,0.8949746469221346,0.2746712801142057,0.0
,10,50,adam_0001,tanh,0.06336276583267826,0.18990665512383476,0.9117932596029281,0.2517196174966867,0.0
,10,50,adam_0001,sigmoid,0.059650384963697345,0.18850002210458383,0.9169612318538549,0.24423428294098548,0.0
,10,50,sgd_005,relu,0.07232625422040022,0.2021678020455299,0.8993152674749362,0.2689354090119042,0.0
,10,50,sgd_005,tanh,0.06347478844207828,0.19529736646906742,0.9116373139289018,0.2519420338928744,0.0
,10,50,sgd_005,sigmoid,0.0758735872386338,0.2180364166688684,0.8943770568629252,0.27545160598303614,0.0
,10,50,sgd_01,relu,0,0,0,0,100.0
,10,50,sgd_01,tanh,0.07280335393853168,0.20611916519664658,0.8986511012184967,0.26982096645466913,0.0
,10,50,sgd_01,sigmoid,0.061821035151185436,0.19247948956843067,0.9139394891148114,0.24863836218730495,0.0
,10,50,adam_005,relu,0.7250608635732648,0.692164781859522,-0.00935075236725047,0.8515050578671067,0.0
,10,50,adam_005,tanh,0.15493613791927835,0.3100084814797516,0.7843147862001553,0.39361928042116834,0.0
,10,50,adam_005,sigmoid,1.1352022993035502,0.9092281154431463,-0.5803049819076191,1.0654587271703913,0.0
,10,50,adam_01,relu,0.7522948365425589,0.6962309203548526,-0.04726292290012979,0.8673493163325598,0.0
,10,50,adam_01,tanh,0.2796905115077604,0.43576867193523705,0.610645336959615,0.5288577422216304,0.0
,10,50,adam_01,sigmoid,0.7992712767430405,0.7082096453828514,-0.11265840573755104,0.8940197295043553,0.0
,10,80,sgd_001,relu,0,0,0,0,100.0
,10,80,sgd_001,tanh,0.06211977972966122,0.19329533839343602,0.9135236094553244,0.24923839938833908,0.0
,10,80,sgd_001,sigmoid,0.07701049019280136,0.2176738530250122,0.8927943844145707,0.2775076398818623,0.0
,10,80,sgd_0001,relu,0.08067598967503883,0.2085056826761959,0.8876916753234128,0.2840351909095752,0.0
,10,80,sgd_0001,tanh,0.07241710998792387,0.20844236524140425,0.8991887879724362,0.2691042734479032,0.0
,10,80,sgd_0001,sigmoid,0.1418553840218876,0.2787196861460338,0.8025243868711864,0.37663693926895647,0.0
,10,80,adam_001,relu,0.08802479612238923,0.22269116755568802,0.8774614675032317,0.29668973039589563,0.0
,10,80,adam_001,tanh,0.07067056438861172,0.19920342366424384,0.9016201385021305,0.2658393582384138,0.0
,10,80,adam_001,sigmoid,0.06551777083685177,0.19436885768931228,0.9087932963838432,0.255964393689536,0.0
,10,80,adam_0001,relu,0.08820618158702816,0.20868169577157086,0.8772089624179351,0.29699525515911557,0.0
,10,80,adam_0001,tanh,0.06507115511141569,0.19377563389561323,0.9094150261463163,0.25509048416476787,0.0
,10,80,adam_0001,sigmoid,0.05910960673971288,0.18502205496368535,0.9177140443895537,0.2431246732434059,0.0
,10,80,sgd_005,relu,0.7184825642565432,0.693825909184074,-0.0001931606419056653,0.8476335082195272,0.0
,10,80,sgd_005,tanh,0.0646293838501432,0.19693170803579116,0.9100300119734952,0.25422309857710257,0.0
,10,80,sgd_005,sigmoid,0.06316787040176841,0.19681130897468554,0.9120645717916075,0.25133219133602525,0.0
,10,80,sgd_01,relu,0.7218293619396486,0.701583965244953,-0.004852207804947106,0.8496054154368654,0.0
