dataset,batch_size,epochs,optimizer,activation,mse,mae,r2,rmse,predNAN
,,,,,,,,,
random7,20,120,adam_005,tanh,0.206785978,0.355831922,0.723992877,0.454737263,0
,,,,,,,,,
random7,20,120,adam_005,sigmoid,0.749425165,0.708241699,-0.000293567,0.865693459,0
,,,,,,,,,
random7,20,120,adam_01,relu,0.752566042,0.703187863,-0.004485846,0.867505644,0
,,,,,,,,,
random7,20,120,adam_01,tanh,0.367349916,0.45782421,0.509680518,0.606093983,0
,,,,,,,,,
random7,20,120,adam_01,sigmoid,1.200701144,0.93616235,-0.602633174,1.095765095,0
,,,,,,,,,
random7,40,20,sgd_001,relu,0.243839763,0.361921304,0.67453542,0.493801339,0
,,,,,,,,,
random7,40,20,sgd_001,tanh,0.321680769,0.423083145,0.570637311,0.567169083,0
,,,,,,,,,
random7,40,20,sgd_001,sigmoid,0.550305976,0.594922087,0.265480326,0.741826109,0
,,,,,,,,,
random7,40,20,sgd_0001,relu,0.494689671,0.552237807,0.339714065,0.703341788,0
,,,,,,,,,
random7,40,20,sgd_0001,tanh,0.45788491,0.525387731,0.388839138,0.676671937,0
,,,,,,,,,
random7,40,20,sgd_0001,sigmoid,0.726962453,0.696176735,0.029688487,0.852620931,0
,,,,,,,,,
random7,40,20,adam_001,relu,0.170546919,0.309739471,0.772362881,0.412973266,0
,,,,,,,,,
random7,40,20,adam_001,tanh,0.133490522,0.261997558,0.821823823,0.365363548,0
,,,,,,,,,
random7,40,20,adam_001,sigmoid,0.166075978,0.294647905,0.778330459,0.407524206,0
,,,,,,,,,
random7,40,20,adam_0001,relu,0.196189414,0.323578363,0.738136617,0.442932742,0
,,,,,,,,,
random7,40,20,adam_0001,tanh,0.192176346,0.317014966,0.74349305,0.438379226,0
,,,,,,,,,
random7,40,20,adam_0001,sigmoid,0.288841632,0.40080609,0.614469276,0.537439887,0
,,,,,,,,,
random7,40,20,sgd_005,relu,0.311889369,0.390855319,0.58370636,0.558470563,0
,,,,,,,,,
random7,40,20,sgd_005,tanh,0.300072788,0.390923072,0.599478516,0.547788999,0
,,,,,,,,,
random7,40,20,sgd_005,sigmoid,0.443226499,0.505385297,0.40840442,0.665752581,0
,,,,,,,,,
random7,40,20,sgd_01,relu,0.378252795,0.43152466,0.495127925,0.615022597,0
,,,,,,,,,
random7,40,20,sgd_01,tanh,0.186074273,0.313231203,0.751637779,0.431363273,0
,,,,,,,,,
random7,40,20,sgd_01,sigmoid,0.382840546,0.47981999,0.489004435,0.618741098,0
,,,,,,,,,
random7,40,20,adam_005,relu,0.749928007,0.709630919,-0.000964735,0.865983838,0
,,,,,,,,,
random7,40,20,adam_005,tanh,0.243106887,0.38523385,0.675513625,0.493058706,0
,,,,,,,,,
random7,40,20,adam_005,sigmoid,0.877844189,0.731543498,-0.171700574,0.936933396,0
,,,,,,,,,
random7,40,20,adam_01,relu,0.750946781,0.703974788,-0.002324541,0.866571855,0
,,,,,,,,,
random7,40,20,adam_01,tanh,0.28615524,0.42272798,0.618054931,0.5349348,0
,,,,,,,,,
random7,40,20,adam_01,sigmoid,0.872705443,0.78763417,-0.164841644,0.934187049,0
,,,,,,,,,
random7,40,50,sgd_001,relu,0.189451144,0.309648266,0.747130508,0.435259858,0
,,,,,,,,,
random7,40,50,sgd_001,tanh,0.24502346,0.361978755,0.672955484,0.494998444,0
,,,,,,,,,
random7,40,50,sgd_001,sigmoid,0.486314618,0.540960278,0.350892649,0.697362616,0
,,,,,,,,,
random7,40,50,sgd_0001,relu,0.378047198,0.467581628,0.495402346,0.614855428,0
,,,,,,,,,
random7,40,50,sgd_0001,tanh,0.434159855,0.507815734,0.420506101,0.658908078,0
,,,,,,,,,
random7,40,50,sgd_0001,sigmoid,0.692550786,0.678704814,0.075619383,0.832196363,0
,,,,,,,,,
random7,40,50,adam_001,relu,0.132052013,0.266568541,0.82374387,0.363389616,0
,,,,,,,,,
random7,40,50,adam_001,tanh,0.114993512,0.248285833,0.846512666,0.339106933,0
,,,,,,,,,
random7,40,50,adam_001,sigmoid,0.141410723,0.277929836,0.811252352,0.376046172,0
,,,,,,,,,
random7,40,50,adam_0001,relu,0.141778206,0.272933358,0.810761856,0.376534468,0
,,,,,,,,,
random7,40,50,adam_0001,tanh,0.142821075,0.275821484,0.809369889,0.377916756,0
,,,,,,,,,
random7,40,50,adam_0001,sigmoid,0.218590371,0.337460917,0.70823699,0.467536491,0
,,,,,,,,,
random7,40,50,sgd_005,relu,0.135479426,0.26898811,0.819169138,0.3680753,0
,,,,,,,,,
random7,40,50,sgd_005,tanh,0.170063222,0.2966843,0.773008494,0.412387224,0
,,,,,,,,,
random7,40,50,sgd_005,sigmoid,0.294624204,0.400962916,0.606751,0.542792966,0
,,,,,,,,,
random7,40,50,sgd_01,relu,0.283686686,0.404258354,0.621349828,0.532622461,0
,,,,,,,,,
random7,40,50,sgd_01,tanh,0.214510453,0.36462788,0.713682652,0.463152732,0
,,,,,,,,,
random7,40,50,sgd_01,sigmoid,0.269825585,0.388122087,0.639850902,0.519447384,0
,,,,,,,,,
random7,40,50,adam_005,relu,0.750802882,0.711242923,-0.002132472,0.866488824,0
,,,,,,,,,
random7,40,50,adam_005,tanh,0.169711159,0.315995065,0.773478409,0.411960142,0
,,,,,,,,,
random7,40,50,adam_005,sigmoid,0.762780638,0.723838107,-0.018119756,0.873373138,0
,,,,,,,,,
random7,40,50,adam_01,relu,0.751828182,0.70348545,-0.003500989,0.867080263,0
,,,,,,,,,
random7,40,50,adam_01,tanh,0.412628168,0.521802063,0.449245473,0.6423614,0
,,,,,,,,,
random7,40,50,adam_01,sigmoid,0.76776043,0.702482025,-0.024766521,0.876219396,0
,,,,,,,,,
random7,40,80,sgd_001,relu,0.162937047,0.280230156,0.782520139,0.403654614,0
,,,,,,,,,
random7,40,80,sgd_001,tanh,0.210097897,0.330043749,0.719572301,0.458364371,0
,,,,,,,,,
random7,40,80,sgd_001,sigmoid,0.447719277,0.514876787,0.402407693,0.669118283,0
,,,,,,,,,
random7,40,80,sgd_0001,relu,0.352405258,0.44782638,0.529627868,0.593637311,0
,,,,,,,,,
random7,40,80,sgd_0001,tanh,0.39989682,0.485928414,0.466238612,0.632373956,0
,,,,,,,,,
random7,40,80,sgd_0001,sigmoid,0.670266482,0.665806299,0.105363308,0.818698041,0
,,,,,,,,,
random7,40,80,adam_001,relu,0.141342303,0.27467545,0.811343676,0.375955187,0
,,,,,,,,,
random7,40,80,adam_001,tanh,0.092238771,0.234013739,0.876884506,0.303708365,0
,,,,,,,,,
random7,40,80,adam_001,sigmoid,0.131818687,0.256321105,0.824055301,0.363068433,0
,,,,,,,,,
random7,40,80,adam_0001,relu,0.113643406,0.250528494,0.848314717,0.337110377,0
,,,,,,,,,
random7,40,80,adam_0001,tanh,0.174487351,0.313296489,0.767103398,0.417716831,0
,,,,,,,,,
random7,40,80,adam_0001,sigmoid,0.189909613,0.311123115,0.746518568,0.435786201,0
,,,,,,,,,
random7,40,80,sgd_005,relu,0.235815316,0.335431725,0.685246033,0.485608192,0
,,,,,,,,,
random7,40,80,sgd_005,tanh,0.260557002,0.379283797,0.652222123,0.510447844,0
,,,,,,,,,
random7,40,80,sgd_005,sigmoid,0.255244082,0.374156911,0.659313531,0.505216866,0
,,,,,,,,,
random7,40,80,sgd_01,relu,0.176637462,0.296077762,0.764233541,0.420282598,0
,,,,,,,,,
random7,40,80,sgd_01,tanh,0.134758604,0.264354763,0.820131254,0.367094816,0
,,,,,,,,,
random7,40,80,sgd_01,sigmoid,0.22302964,0.350690885,0.702311686,0.47226014,0
,,,,,,,,,
random7,40,80,adam_005,relu,0.75118806,0.71184388,-0.002646587,0.866711059,0
,,,,,,,,,
random7,40,80,adam_005,tanh,0.212442187,0.359177543,0.716443265,0.460914512,0
,,,,,,,,,
random7,40,80,adam_005,sigmoid,0.134797441,0.284785477,0.820079416,0.36714771,0
,,,,,,,,,
random7,40,80,adam_01,relu,0.7524866,0.703214931,-0.004379811,0.867459855,0
,,,,,,,,,
random7,40,80,adam_01,tanh,0.229611479,0.374970901,0.69352659,0.47917792,0
,,,,,,,,,
random7,40,80,adam_01,sigmoid,0.751890776,0.703456482,-0.003584537,0.867116357,0
,,,,,,,,,
random7,40,120,sgd_001,relu,0.289674943,0.396714728,0.613357016,0.538214588,0
,,,,,,,,,
random7,40,120,sgd_001,tanh,0.191158521,0.314394981,0.74485159,0.43721679,0
,,,,,,,,,
random7,40,120,sgd_001,sigmoid,0.380474284,0.470795586,0.492162798,0.616825975,0
,,,,,,,,,
random7,40,120,sgd_0001,relu,0.294176683,0.39720662,0.607348329,0.54238057,0
,,,,,,,,,
random7,40,120,sgd_0001,tanh,0.35232475,0.451516189,0.529735325,0.593569499,0
,,,,,,,,,
random7,40,120,sgd_0001,sigmoid,0.630829183,0.643248732,0.158002155,0.794247558,0
,,,,,,,,,
random7,40,120,adam_001,relu,0.132641466,0.263245339,0.822957099,0.364199761,0
,,,,,,,,,
random7,40,120,adam_001,tanh,0.085911706,0.222146526,0.885329542,0.293106987,0
,,,,,,,,,
random7,40,120,adam_001,sigmoid,0.120549853,0.259948771,0.839096352,0.347202899,0
,,,,,,,,,
random7,40,120,adam_0001,relu,0.110097438,0.240277234,0.85304769,0.33180934,0
,,,,,,,,,
random7,40,120,adam_0001,tanh,0.124646471,0.258595937,0.833628401,0.353053071,0
,,,,,,,,,
random7,40,120,adam_0001,sigmoid,0.183892775,0.298489911,0.754549529,0.428827209,0
,,,,,,,,,
random7,40,120,sgd_005,relu,0.150457287,0.271381194,0.799177471,0.387888241,0
,,,,,,,,,
random7,40,120,sgd_005,tanh,0.188900768,0.315838959,0.747865122,0.434627159,0
,,,,,,,,,
random7,40,120,sgd_005,sigmoid,0.235727484,0.339674753,0.685363267,0.485517748,0
,,,,,,,,,
random7,40,120,sgd_01,relu,0.123927134,0.257327785,0.834588535,0.352032859,0
,,,,,,,,,
random7,40,120,sgd_01,tanh,0.123167854,0.262155583,0.835601982,0.35095278,0
,,,,,,,,,
random7,40,120,sgd_01,sigmoid,0.191046846,0.323602453,0.745000649,0.437089059,0
,,,,,,,,,
random7,40,120,adam_005,relu,0.754828392,0.702547562,-0.007505512,0.868808605,0
,,,,,,,,,
random7,40,120,adam_005,tanh,0.142952863,0.289690095,0.809193985,0.378091078,0
,,,,,,,,,
random7,40,120,adam_005,sigmoid,0.749701456,0.705163514,-0.000662347,0.865853022,0
,,,,,,,,,
random7,40,120,adam_01,relu,0.749264912,0.706265627,-7.97E-05,0.865600896,0
,,,,,,,,,
random7,40,120,adam_01,tanh,0.485338255,0.569496105,0.352195847,0.696662224,0
,,,,,,,,,
random7,40,120,adam_01,sigmoid,0.7498946,0.704886417,-0.000920144,0.865964549,0
,,,,,,,,,
random7,60,20,sgd_001,relu,0.286003234,0.394706357,0.618257821,0.534792702,0
,,,,,,,,,
random7,60,20,sgd_001,tanh,0.348152215,0.44926198,0.535304607,0.590044248,0
,,,,,,,,,
random7,60,20,sgd_001,sigmoid,0.617039782,0.627583377,0.176407526,0.785518798,0
,,,,,,,,,
random7,60,20,sgd_0001,relu,0.559044027,0.597769696,0.253817232,0.747692468,0
,,,,,,,,,
random7,60,20,sgd_0001,tanh,0.490264712,0.547847293,0.345620269,0.700189054,0
,,,,,,,,,
random7,60,20,sgd_0001,sigmoid,0.722224865,0.694400362,0.036011973,0.84983814,0
,,,,,,,,,
random7,60,20,adam_001,relu,0.217291059,0.325197694,0.709971244,0.466144891,0
,,,,,,,,,
random7,60,20,adam_001,tanh,0.162167855,0.299674387,0.783546817,0.402700702,0
,,,,,,,,,
random7,60,20,adam_001,sigmoid,0.151743146,0.285346458,0.797461175,0.389542226,0
,,,,,,,,,
random7,60,20,adam_0001,relu,0.194604572,0.326664932,0.740251981,0.441140082,0
,,,,,,,,,
random7,60,20,adam_0001,tanh,0.190543766,0.315530716,0.745672133,0.436513191,0
,,,,,,,,,
random7,60,20,adam_0001,sigmoid,0.296682509,0.405522666,0.604003683,0.544685697,0
,,,,,,,,,
random7,60,20,sgd_005,relu,0.208903931,0.323703697,0.721165945,0.457060095,0
,,,,,,,,,
random7,60,20,sgd_005,tanh,0.924319783,0.801359566,-0.233733769,0.96141551,0
,,,,,,,,,
random7,60,20,sgd_005,sigmoid,0.905318038,0.797771544,-0.208371232,0.951482022,0
,,,,,,,,,
random7,60,20,sgd_01,relu,0.681149088,0.587835402,0.090837774,0.825317568,0
,,,,,,,,,
random7,60,20,sgd_01,tanh,0.771414584,0.744450296,-0.029643895,0.878302103,0
,,,,,,,,,
random7,60,20,sgd_01,sigmoid,0.422481607,0.493335222,0.436093618,0.649985851,0
,,,,,,,,,
random7,60,20,adam_005,relu,0.749612403,0.705319438,-0.000543482,0.865801595,0
,,,,,,,,,
random7,60,20,adam_005,tanh,0.292921258,0.439786115,0.609024004,0.541222004,0
,,,,,,,,,
random7,60,20,adam_005,sigmoid,0.790811066,0.706523116,-0.055533307,0.889275585,0
,,,,,,,,,
random7,60,20,adam_01,relu,0.749358398,0.708007653,-0.00020445,0.865654895,0
,,,,,,,,,
random7,60,20,adam_01,tanh,0.260479734,0.402503749,0.652325256,0.510372152,0
,,,,,,,,,
random7,60,20,adam_01,sigmoid,0.789524556,0.706255653,-0.053816141,0.888551943,0
,,,,,,,,,
random7,60,50,sgd_001,relu,0.291510198,0.402338087,0.610907413,0.539916844,0
,,,,,,,,,
random7,60,50,sgd_001,tanh,0.276638537,0.39142266,0.630757329,0.525964388,0
,,,,,,,,,
random7,60,50,sgd_001,sigmoid,0.535076141,0.580580767,0.285808314,0.731488989,0
,,,,,,,,,
random7,60,50,sgd_0001,relu,0.40876885,0.487753221,0.45439669,0.639350334,0
,,,,,,,,,
random7,60,50,sgd_0001,tanh,0.446884474,0.51665929,0.403521945,0.668494184,0
,,,,,,,,,
random7,60,50,sgd_0001,sigmoid,0.714141297,0.690643114,0.046801497,0.845068812,0
,,,,,,,,,
random7,60,50,adam_001,relu,0.124992722,0.266206655,0.833166243,0.353543098,0
,,,,,,,,,
random7,60,50,adam_001,tanh,0.134132794,0.272279748,0.820966553,0.366241442,0
,,,,,,,,,
random7,60,50,adam_001,sigmoid,0.151236243,0.288736572,0.798137762,0.388891042,0
,,,,,,,,,
random7,60,50,adam_0001,relu,0.153140969,0.286807433,0.795595433,0.3913323,0
,,,,,,,,,
random7,60,50,adam_0001,tanh,0.166929365,0.298112134,0.777191402,0.408569903,0
,,,,,,,,,
random7,60,50,adam_0001,sigmoid,0.240445613,0.357141432,0.679065754,0.49035254,0
,,,,,,,,,
random7,60,50,sgd_005,relu,0.15451023,0.284329734,0.793767815,0.393077893,0
,,,,,,,,,
random7,60,50,sgd_005,tanh,0.222854776,0.366356069,0.702545085,0.472074968,0
,,,,,,,,,
random7,60,50,sgd_005,sigmoid,0.353926214,0.452886918,0.527597776,0.594916981,0
,,,,,,,,,
random7,60,50,sgd_01,relu,1.103620888,0.799225556,-0.473055519,1.050533621,0
,,,,,,,,,
random7,60,50,sgd_01,tanh,0.581806694,0.573148636,0.223434813,0.762762541,0
,,,,,,,,,
random7,60,50,sgd_01,sigmoid,0.321389452,0.433659843,0.571026146,0.566912208,0
,,,,,,,,,
random7,60,50,adam_005,relu,0.349440011,0.431442067,0.533585724,0.591134512,0
,,,,,,,,,
random7,60,50,adam_005,tanh,0.259052197,0.390927346,0.654230657,0.508971706,0
,,,,,,,,,
random7,60,50,adam_005,sigmoid,0.749482766,0.705581023,-0.000370451,0.865726727,0
,,,,,,,,,
random7,60,50,adam_01,relu,0.753092356,0.705670937,-0.005188342,0.86780894,0
,,,,,,,,,
random7,60,50,adam_01,tanh,0.546553623,0.626708107,0.270488771,0.73929265,0
,,,,,,,,,
random7,60,50,adam_01,sigmoid,0.929582945,0.748703671,-0.240758763,0.964148819,0
,,,,,,,,,
random7,60,80,sgd_001,relu,0.406144074,0.449927446,0.457900103,0.637294338,0
,,,,,,,,,
random7,60,80,sgd_001,tanh,0.270765646,0.390941622,0.638596158,0.520351464,0
,,,,,,,,,
random7,60,80,sgd_001,sigmoid,0.488162095,0.539033615,0.348426733,0.698685977,0
,,,,,,,,,
random7,60,80,sgd_0001,relu,0.371670651,0.461810852,0.503913428,0.609647973,0
,,,,,,,,,
random7,60,80,sgd_0001,tanh,0.418982652,0.496255721,0.44076384,0.647288693,0
,,,,,,,,,
random7,60,80,sgd_0001,sigmoid,0.706487669,0.686798949,0.057017159,0.840528209,0
,,,,,,,,,
random7,60,80,adam_001,relu,0.124606281,0.269330633,0.833682044,0.352996149,0
,,,,,,,,,
random7,60,80,adam_001,tanh,0.111632321,0.240194274,0.850999008,0.334114234,0
,,,,,,,,,
random7,60,80,adam_001,sigmoid,0.133580273,0.262244806,0.821704028,0.365486352,0
,,,,,,,,,
random7,60,80,adam_0001,relu,0.112106004,0.24986212,0.850366761,0.334822347,0
,,,,,,,,,
random7,60,80,adam_0001,tanh,0.146042334,0.277884411,0.80507032,0.382154856,0
,,,,,,,,,
random7,60,80,adam_0001,sigmoid,0.204816736,0.326954628,0.726621318,0.452566831,0
,,,,,,,,,
random7,60,80,sgd_005,relu,0.17662139,0.301573026,0.764254994,0.420263476,0
,,,,,,,,,
random7,60,80,sgd_005,tanh,0.224568554,0.377682564,0.700257624,0.473886646,0
,,,,,,,,,
random7,60,80,sgd_005,sigmoid,0.360634315,0.441904626,0.518644152,0.600528363,0
,,,,,,,,,
random7,60,80,sgd_01,relu,0.131382509,0.272307227,0.824637489,0.362467253,0
,,,,,,,,,
random7,60,80,sgd_01,tanh,0.424510139,0.539089747,0.433386039,0.651544426,0
,,,,,,,,,
random7,60,80,sgd_01,sigmoid,0.242960015,0.361838609,0.675709661,0.492909744,0
,,,,,,,,,
random7,60,80,adam_005,relu,0.749951634,0.70482371,-0.000996271,0.865997479,0
,,,,,,,,,
random7,60,80,adam_005,tanh,0.662490208,0.688118896,0.115742673,0.813935014,0
,,,,,,,,,
random7,60,80,adam_005,sigmoid,0.158159108,0.316830509,0.788897483,0.397692228,0
,,,,,,,,,
random7,60,80,adam_01,relu,0.755453887,0.716984514,-0.00834039,0.869168503,0
,,,,,,,,,
random7,60,80,adam_01,tanh,0.279892776,0.411423492,0.626413741,0.529048936,0
,,,,,,,,,
random7,60,80,adam_01,sigmoid,1.000716235,0.773872462,-0.335703763,1.000358053,0
,,,,,,,,,
random7,60,120,sgd_001,relu,0.19888759,0.308718891,0.734535233,0.445968149,0
,,,,,,,,,
random7,60,120,sgd_001,tanh,0.215559807,0.333015335,0.712282029,0.464284188,0
,,,,,,,,,
random7,60,120,sgd_001,sigmoid,0.438527815,0.507683089,0.414675977,0.662214327,0
,,,,,,,,,
random7,60,120,sgd_0001,relu,0.316789033,0.417163156,0.577166545,0.562840149,0
,,,,,,,,,
random7,60,120,sgd_0001,tanh,0.390140676,0.476840049,0.479260603,0.62461242,0
,,,,,,,,,
random7,60,120,sgd_0001,sigmoid,0.641418517,0.650426078,0.143868064,0.800886083,0
,,,,,,,,,
random7,60,120,adam_001,relu,0.119886906,0.246857248,0.839981219,0.346246886,0
,,,,,,,,,
random7,60,120,adam_001,tanh,0.12202393,0.25033066,0.837128832,0.349319238,0
,,,,,,,,,
random7,60,120,adam_001,sigmoid,0.115198567,0.245679559,0.84623897,0.339409144,0
,,,,,,,,,
random7,60,120,adam_0001,relu,0.10824959,0.243193067,0.855514101,0.329013055,0
,,,,,,,,,
random7,60,120,adam_0001,tanh,0.123694968,0.256292922,0.834898418,0.351702954,0
,,,,,,,,,
random7,60,120,adam_0001,sigmoid,0.180140311,0.302077174,0.759558121,0.424429395,0
,,,,,,,,,
random7,60,120,sgd_005,relu,0.138016033,0.271638286,0.815783408,0.371505091,0
,,,,,,,,,
random7,60,120,sgd_005,tanh,0.159691238,0.293312056,0.786852476,0.399613861,0
,,,,,,,,,
random7,60,120,sgd_005,sigmoid,0.363980366,0.474803962,0.514178018,0.603307854,0
,,,,,,,,,
random7,60,120,sgd_01,relu,0.476619845,0.529749731,0.363832725,0.690376596,0
,,,,,,,,,
random7,60,120,sgd_01,tanh,1.290519067,0.962883741,-0.722517447,1.136010153,0
,,,,,,,,,
random7,60,120,sgd_01,sigmoid,0.308386796,0.423766535,0.588381412,0.555325847,0
,,,,,,,,,
random7,60,120,adam_005,relu,0.224935437,0.37369941,0.699767928,0.474273588,0
,,,,,,,,,
random7,60,120,adam_005,tanh,0.143744816,0.283464891,0.808136928,0.379136936,0
,,,,,,,,,
random7,60,120,adam_005,sigmoid,0.110943685,0.254729721,0.851918163,0.3330821,0
,,,,,,,,,
random7,60,120,adam_01,relu,0.778021361,0.734808223,-0.038462277,0.882055192,0
,,,,,,,,,
random7,60,120,adam_01,tanh,0.277817591,0.429053517,0.62918359,0.527084045,0
,,,,,,,,,
random7,60,120,adam_01,sigmoid,0.753994977,0.702758324,-0.006393114,0.868328841,0
,,,,,,,,,
random7,80,20,sgd_001,relu,0.318797702,0.41789984,0.574485478,0.564621734,0
,,,,,,,,,
random7,80,20,sgd_001,tanh,0.383596207,0.468903132,0.487995819,0.61935144,0
,,,,,,,,,
random7,80,20,sgd_001,sigmoid,0.624528412,0.630401271,0.166412096,0.7902711,0
,,,,,,,,,
random7,80,20,sgd_0001,relu,0.547398609,0.592516451,0.269360927,0.739863912,0
,,,,,,,,,
random7,80,20,sgd_0001,tanh,0.49887753,0.549415475,0.334124329,0.706312629,0
,,,,,,,,,
random7,80,20,sgd_0001,sigmoid,0.742494703,0.703640135,0.00895685,0.861681324,0
,,,,,,,,,
random7,80,20,adam_001,relu,0.163101106,0.293901529,0.782301162,0.40385778,0
,,,,,,,,,
random7,80,20,adam_001,tanh,0.131074505,0.25714149,0.825048597,0.362042131,0
,,,,,,,,,
random7,80,20,adam_001,sigmoid,0.165398382,0.300946486,0.779234878,0.406691999,0
,,,,,,,,,
random7,80,20,adam_0001,relu,0.20960249,0.334918851,0.720233544,0.457823645,0
,,,,,,,,,
random7,80,20,adam_0001,tanh,0.213155174,0.332334853,0.715491607,0.461687312,0
,,,,,,,,,
random7,80,20,adam_0001,sigmoid,0.356996943,0.455862658,0.523499126,0.597492212,0
,,,,,,,,,
random7,80,20,sgd_005,relu,0.216283789,0.343124173,0.711315695,0.46506321,0
,,,,,,,,,
random7,80,20,sgd_005,tanh,0.306741447,0.41765908,0.590577537,0.553842439,0
,,,,,,,,,
random7,80,20,sgd_005,sigmoid,0.500636599,0.558551199,0.331776416,0.707556781,0
,,,,,,,,,
random7,80,20,sgd_01,relu,0.206279776,0.335922098,0.724668529,0.454180334,0
,,,,,,,,,
random7,80,20,sgd_01,tanh,0.391758774,0.473519827,0.47710085,0.625906362,0
,,,,,,,,,
random7,80,20,sgd_01,sigmoid,0.421625706,0.493731618,0.43723603,0.649327118,0
,,,,,,,,,
random7,80,20,adam_005,relu,0.346734683,0.464245628,0.537196655,0.588841815,0
,,,,,,,,,
random7,80,20,adam_005,tanh,0.252494053,0.392650135,0.662984126,0.502487863,0
,,,,,,,,,
random7,80,20,adam_005,sigmoid,0.256360982,0.408062584,0.657822751,0.506321027,0
,,,,,,,,,
random7,80,20,adam_01,relu,0.749622187,0.708881999,-0.000556542,0.865807246,0
,,,,,,,,,
random7,80,20,adam_01,tanh,0.321479237,0.452725923,0.570906306,0.56699139,0
,,,,,,,,,
random7,80,20,adam_01,sigmoid,0.74927118,0.706235116,-8.80E-05,0.865604517,0
,,,,,,,,,
random7,80,50,sgd_001,relu,0.236079133,0.351840648,0.684893904,0.485879751,0
,,,,,,,,,
random7,80,50,sgd_001,tanh,0.306891099,0.412017463,0.590377789,0.553977526,0
,,,,,,,,,
random7,80,50,sgd_001,sigmoid,0.54680421,0.588507814,0.2701543,0.739462109,0
,,,,,,,,,
random7,80,50,sgd_0001,relu,0.456761008,0.525604093,0.390339264,0.675840963,0
,,,,,,,,,
random7,80,50,sgd_0001,tanh,0.470697848,0.532665112,0.371737097,0.68607423,0
,,,,,,,,,
random7,80,50,sgd_0001,sigmoid,0.732298701,0.699613649,0.022565942,0.85574453,0
,,,,,,,,,
random7,80,50,adam_001,relu,0.127803091,0.268455377,0.82941511,0.357495581,0
,,,,,,,,,
random7,80,50,adam_001,tanh,0.138696946,0.275257186,0.814874561,0.372420389,0
,,,,,,,,,
random7,80,50,adam_001,sigmoid,0.130756641,0.264436293,0.825472865,0.361602878,0
,,,,,,,,,
random7,80,50,adam_0001,relu,0.153153898,0.288664611,0.795578176,0.391348819,0
,,,,,,,,,
random7,80,50,adam_0001,tanh,0.157502192,0.290148765,0.789774301,0.396865458,0
,,,,,,,,,
random7,80,50,adam_0001,sigmoid,0.251732733,0.365684233,0.664000296,0.501729741,0
,,,,,,,,,
random7,80,50,sgd_005,relu,0.32561543,0.394482763,0.565385531,0.570627225,0
,,,,,,,,,
random7,80,50,sgd_005,tanh,0.226008046,0.357184556,0.698336265,0.475403035,0
,,,,,,,,,
random7,80,50,sgd_005,sigmoid,0.409526202,0.49574093,0.453385816,0.639942342,0
,,,,,,,,,
random7,80,50,sgd_01,relu,0.321886111,0.422374988,0.570363231,0.567350078,0
,,,,,,,,,
random7,80,50,sgd_01,tanh,0.186543337,0.31880793,0.751011697,0.43190663,0
,,,,,,,,,
random7,80,50,sgd_01,sigmoid,0.297870466,0.406308923,0.60241806,0.545775106,0
,,,,,,,,,
random7,80,50,adam_005,relu,0.750168207,0.704605082,-0.001285341,0.866122513,0
,,,,,,,,,
random7,80,50,adam_005,tanh,0.228902447,0.375751781,0.69447297,0.478437506,0
,,,,,,,,,
random7,80,50,adam_005,sigmoid,0.769075301,0.728694948,-0.026521543,0.876969384,0
,,,,,,,,,
random7,80,50,adam_01,relu,0.751653079,0.703568377,-0.00326727,0.866979284,0
,,,,,,,,,
random7,80,50,adam_01,tanh,0.251162715,0.390552107,0.664761127,0.501161366,0
,,,,,,,,,
random7,80,50,adam_01,sigmoid,0.764989736,0.725583939,-0.021068345,0.874636917,0
,,,,,,,,,
random7,80,80,sgd_001,relu,0.216791191,0.325215785,0.710638441,0.46560841,0
,,,,,,,,,
random7,80,80,sgd_001,tanh,0.253645711,0.37091864,0.661446953,0.503632516,0
,,,,,,,,,
random7,80,80,sgd_001,sigmoid,0.51132836,0.561463059,0.317505612,0.715072276,0
,,,,,,,,,
random7,80,80,sgd_0001,relu,0.389589606,0.473924939,0.479996142,0.624171135,0
,,,,,,,,,
random7,80,80,sgd_0001,tanh,0.438105143,0.507205884,0.415240137,0.661895115,0
,,,,,,,,,
random7,80,80,sgd_0001,sigmoid,0.692276963,0.678055765,0.075984868,0.832031828,0
,,,,,,,,,
random7,80,80,adam_001,relu,0.125580431,0.26605871,0.832381799,0.354373294,0
,,,,,,,,,
random7,80,80,adam_001,tanh,0.134684594,0.260525047,0.820230039,0.366993997,0
,,,,,,,,,
random7,80,80,adam_001,sigmoid,0.117639677,0.248849718,0.842980703,0.34298641,0
,,,,,,,,,
random7,80,80,adam_0001,relu,0.133366903,0.263560432,0.821988824,0.365194336,0
,,,,,,,,,
random7,80,80,adam_0001,tanh,0.14725159,0.277431051,0.803456268,0.383733749,0
,,,,,,,,,
random7,80,80,adam_0001,sigmoid,0.207411562,0.327414742,0.72315788,0.455424595,0
,,,,,,,,,
random7,80,80,sgd_005,relu,0.746402452,0.620094324,0.003740992,0.863945862,0
,,,,,,,,,
random7,80,80,sgd_005,tanh,0.193987122,0.314440196,0.741076122,0.440439691,0
,,,,,,,,,
random7,80,80,sgd_005,sigmoid,0.313637686,0.42018663,0.581372798,0.560033647,0
,,,,,,,,,
random7,80,80,sgd_01,relu,0.205625873,0.312871567,0.725541324,0.453459891,0
,,,,,,,,,
random7,80,80,sgd_01,tanh,0.243933257,0.350770202,0.674410629,0.493895999,0
,,,,,,,,,
